index,Show_ID,Date_Added,Country,Director,Duration,Listed_In,Rating,Release_Year,Title,Type,Budget,Sales,Profit,Continent,Profitable?
6128,1883,2020-10-27,United States,Natasha Lyonne,50 min,Comedies,TV-MA,2020,Sarah Cooper: Everything's Fine,Movie,2198056,2715542,517486,North America,Yes
3378,1884,2020-10-26,Taiwan,"Chang Chin-jung, Chen Rong-hui",1 Season,"International TV Shows, Romantic TV Shows, TV Mysteries",TV-14,2020,The Devil Punisher,TV Show,3441722,2119814,-1321908,Asia,No
3952,1885,2020-10-25,India,Rajkumar Santoshi,150 min,"Comedies, International Movies, Music & Musicals",TV-14,2009,Ajab Prem Ki Ghazab Kahani,Movie,3191490,4058128,866638,Asia,Yes
1384,1886,2020-10-24,Ireland,Lance Daly,100 min,"Action & Adventure, Dramas, Independent Movies",R,2018,Black '47,Movie,4395034,4227528,-167506,Europe,No
2617,1887,2020-10-24,Australia,Unjoo Moon,117 min,"Dramas, Music & Musicals",TV-MA,2019,I Am Woman,Movie,3791771,2904424,-887347,Oceania,No
985,1888,2020-10-23,Brazil,Gil Baroni,87 min,"Comedies, International Movies, LGBTQ Movies",TV-MA,2019,Alice Junior,Movie,4639057,2904069,-1734988,South America,No
4472,1889,2021-09-22,Mexico,Not Given,2 Seasons,"Crime TV Shows, Spanish-Language TV Shows, TV Dramas",TV-MA,2020,Falsa identidad,TV Show,2954757,1510327,-1444430,North America,No
2775,1890,2021-09-01,United States,Tom Shadyac,95 min,"Comedies, Romantic Movies",PG-13,1996,The Nutty Professor,Movie,3716097,5656520,1940423,North America,Yes
6252,1891,2020-10-23,Germany,Not Given,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",TV-MA,2020,Barbarians,TV Show,2134855,1547943,-586912,Europe,No
6259,1892,2020-10-23,United States,"Thierry Demaizière, Alban Teurlai",1 Season,"Docuseries, International TV Shows",TV-MA,2020,Move,TV Show,2131999,1448786,-683213,North America,No
1260,1893,2020-10-23,China,Glen Keane,100 min,"Children & Family Movies, Music & Musicals",PG,2020,Over the Moon,Movie,4462625,4725534,262909,Asia,Yes
5295,1894,2020-10-23,United States,Chris Sivertson,86 min,"Dramas, Thrillers",TV-14,2018,Shattered Memories,Movie,2586146,3700809,1114663,North America,Yes
7514,1895,2020-10-23,Spain,Not Given,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",TV-MA,2020,Stolen Away,TV Show,1501619,1484631,-16988,Europe,No
5871,1896,2020-10-23,United States,Not Given,1 Season,TV Dramas,TV-MA,2020,The Queen's Gambit,TV Show,2326747,1423508,-903239,North America,No
7001,1897,2020-10-22,United States,"Kief Davidson, Pedro Kos",102 min,Documentaries,TV-MA,2017,Bending the Arc,Movie,1786791,3122489,1335698,North America,Yes
384,1898,2020-10-22,Norway,Jarand Herdal,87 min,"Horror Movies, International Movies",TV-MA,2020,Cadaver,Movie,5150639,2746591,-2404048,Europe,No
3989,1899,2020-10-22,Philippines,Dan Villegas,103 min,"Dramas, International Movies, Romantic Movies",TV-MA,2018,Exes Baggage,Movie,3176205,2998179,-178026,Asia,No
5594,1900,2020-10-22,United Kingdom,Chris Foggin,112 min,"Comedies, Dramas, Music & Musicals",PG-13,2019,Fisherman's Friends,Movie,2451162,4508614,2057452,Europe,Yes
2793,1901,2021-09-01,United States,Peter Segal,107 min,"Comedies, Romantic Movies",PG-13,2000,The Nutty Professor II: The Klumps,Movie,3707960,5654782,1946822,North America,Yes
1086,1902,2020-10-22,Philippines,Cathy Garcia-Molina,120 min,"Dramas, International Movies, Romantic Movies",TV-14,2018,The Hows of Us,Movie,4571675,3720868,-850807,Asia,No
7418,1903,2020-10-22,Canada,Kim Nguyen,111 min,"Dramas, Independent Movies",R,2018,The Hummingbird Project,Movie,1555512,4230602,2675090,North America,Yes
3701,1904,2020-10-22,United States,Karen Maine,78 min,"Comedies, Dramas, Independent Movies",R,2020,"Yes, God, Yes",Movie,3299658,4180964,881306,North America,Yes
8283,1905,2020-10-21,Canada,Tim Neeves,51 min,"Documentaries, International Movies",TV-PG,2020,Brave Blue World: Racing to Solve Our Water Crisis,Movie,930582,2473244,1542662,North America,Yes
545,1906,2020-10-21,United States,Not Given,3 Seasons,Stand-Up Comedy & Talk Shows,TV-MA,2020,My Next Guest Needs No Introduction With David Letterman,TV Show,4966016,1407521,-3558495,North America,No
7401,1907,2020-10-21,United Kingdom,Ben Wheatley,123 min,"Dramas, Romantic Movies, Thrillers",PG-13,2020,Rebecca,Movie,1567173,4503323,2936150,Europe,Yes
7415,1908,2020-10-20,Canada,Richard Weston,46 min,Children & Family Movies,TV-Y,2020,The Magic School Bus Rides Again The Frizz Connection,Movie,1557097,2424686,867589,North America,Yes
7630,1909,2020-10-20,United States,Don Michael Paul,102 min,"Action & Adventure, Horror Movies",PG-13,2020,Tremors: Shrieker Island,Movie,1428815,4501851,3073036,North America,Yes
2255,1910,2020-10-19,Lebanon,Maroun Baghdadi,106 min,"Classic Movies, Dramas, International Movies",TV-14,1975,Beirut Oh Beirut,Movie,3945059,4159310,214251,Asia,Yes
32,1911,2020-10-19,Lebanon,Philippe Aractingi,112 min,"Dramas, International Movies, Music & Musicals",TV-14,2005,Bosta,Movie,5714436,4100408,-1614028,Asia,No
1290,1912,2021-09-01,Pakistan,Not Given,1 Season,Docuseries,TV-14,2021,Turning Point: 9/11 and the War on Terror,TV Show,4447136,6023876,1576740,Asia,Yes
2420,1913,2020-10-19,Lebanon,Amin Dora,101 min,"Comedies, Dramas, International Movies",TV-MA,2013,Ghadi,Movie,3874830,3420183,-454647,Asia,No
6728,1914,2020-10-19,Lebanon,Philippe Aractingi,96 min,"Documentaries, International Movies",TV-14,2014,Heritages,Movie,1928303,3962007,2033704,Asia,Yes
7911,1915,2020-10-19,Lebanon,Philippe Aractingi,103 min,"Dramas, Independent Movies, International Movies",TV-MA,2017,Listen,Movie,1248583,3165603,1917020,Asia,Yes
7003,1916,2020-10-19,France,Maroun Baghdadi,94 min,"Classic Movies, Dramas, Independent Movies",TV-MA,1991,Out of Life,Movie,1786111,3511112,1725001,Europe,Yes
1858,1917,2020-10-19,Lebanon,Rana Eid,69 min,"Documentaries, International Movies",TV-MA,2017,Panoptic,Movie,4139059,3165499,-973560,Asia,No
1302,1918,2020-10-19,Lebanon,Daniel Joseph,81 min,"Dramas, International Movies",TV-MA,2012,Taxi Ballad,Movie,4439484,3437887,-1001597,Asia,No
875,1919,2020-10-19,Lebanon,Randa Chahal Sabbag,76 min,"Dramas, International Movies, Romantic Movies",TV-MA,2003,The Kite,Movie,4715022,3495088,-1219934,Asia,No
311,1920,2020-10-19,France,Maroun Baghdadi,108 min,"Dramas, Independent Movies, International Movies",TV-14,1982,The Little Wars,Movie,5215033,4153311,-1061722,Europe,No
1499,1921,2020-10-19,France,Philippe Aractingi,94 min,"Dramas, Independent Movies, International Movies",TV-MA,2007,Under the Bombs,Movie,4327651,3482436,-845215,Europe,No
6741,1922,2020-10-19,Pakistan,Not Given,2 Seasons,"Crime TV Shows, Docuseries",TV-MA,2020,Unsolved Mysteries,TV Show,1920555,1501712,-418843,Asia,No
3101,1923,2021-09-01,United States,Malcolm D. Lee,114 min,Comedies,PG-13,2008,Welcome Home Roscoe Jenkins,Movie,3568056,5654650,2086594,North America,Yes
2015,1924,2020-10-19,France,Ziad Doueiri,106 min,"Dramas, International Movies",TV-MA,1999,West Beirut,Movie,4058108,3503236,-554872,Europe,No
2730,1925,2020-10-19,Lebanon,Shady Hanna,98 min,"Comedies, International Movies, Romantic Movies",TV-14,2018,What Did I Mess,Movie,3736152,3728811,-7341,Asia,No
6972,1926,2020-10-19,Lebanon,Maroun Baghdadi,93 min,"Documentaries, International Movies",TV-14,1980,Whispers,Movie,1801375,4157129,2355754,Asia,Yes
662,1927,2020-10-19,Sweden,Josef Fares,99 min,"Dramas, International Movies",TV-MA,2005,Zozo,Movie,4873397,3490148,-1383249,Europe,No
6422,1928,2020-10-18,United States,"Sam Fell, Chris Butler",93 min,"Children & Family Movies, Comedies",PG,2012,ParaNorman,Movie,2051084,4790947,2739863,North America,Yes
4333,1929,2020-10-18,South Korea,Not Given,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",TV-14,2020,Start-Up,TV Show,3016545,2124431,-892114,Asia,No
3613,1930,2020-10-17,United Kingdom,Ross Boyask,82 min,Action & Adventure,R,2020,I Am Vengeance: Retaliation,Movie,3344109,4197599,853490,Europe,Yes
5512,1931,2020-10-16,Kenya,"David 'Tosh' Gitonga, Michael Jones",107 min,"Comedies, International Movies, Romantic Movies",TV-MA,2018,Disconnect,Movie,2487727,3016458,528731,Africa,Yes
1899,1932,2020-10-16,United States,Not Given,1 Season,"TV Dramas, Teen TV Shows",TV-MA,2020,Grand Army,TV Show,4118212,1421560,-2696652,North America,No
4960,1933,2020-10-16,United States,Ti West,104 min,Action & Adventure,R,2016,In a Valley of Violence,Movie,2732367,4286656,1554289,North America,Yes
8024,1934,2021-08-31,United States,Wolfgang Petersen,129 min,"Action & Adventure, Classic Movies",R,1993,In the Line of Fire,Movie,1157901,5654529,4496628,North America,Yes
3100,1935,2020-10-16,France,Not Given,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",TV-MA,2020,La Révolution,TV Show,3568415,1554310,-2014105,Europe,No
8146,1936,2020-10-16,Mexico,Manolo Caro,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",TV-MA,2020,Someone Has to Die,TV Show,1060560,1511865,451305,North America,Yes
6712,1937,2020-10-16,United States,Not Given,3 Seasons,"Kids' TV, TV Comedies",TV-Y7,2020,The Last Kids on Earth,TV Show,1935985,479796,-1456189,North America,No
1175,1938,2020-10-16,United States,Aaron Sorkin,130 min,Dramas,R,2020,The Trial of the Chicago 7,Movie,4519324,4182891,-336433,North America,No
4613,1939,2020-10-16,United States,Levan Gabriadze,83 min,"Horror Movies, Thrillers",R,2014,Unfriended,Movie,2887942,4333480,1445538,North America,Yes
6838,1940,2020-10-15,United States,Rachel Talalay,99 min,Children & Family Movies,TV-PG,2020,A Babysitter's Guide to Monster Hunting,Movie,1869682,2463135,593453,North America,Yes
2243,1941,2020-10-15,United States,Sam Liu,77 min,Action & Adventure,R,2016,Batman: The Killing Joke,Movie,3950730,4280711,329981,North America,Yes
603,1942,2020-10-15,Egypt,Peter Mimi,94 min,"Action & Adventure, Comedies, International Movies",TV-14,2018,El-Khawaga's Dilemma,Movie,4908546,3757414,-1151132,Africa,No
7155,1943,2020-10-15,United Kingdom,Not Given,4 Seasons,"British TV Shows, Kids' TV",TV-Y,2018,Fireman Sam,TV Show,1700966,957573,-743393,Europe,No
3170,1944,2020-10-15,United States,Not Given,4 Seasons,TV Comedies,TV-14,2005,Half & Half,TV Show,3537344,2352943,-1184401,North America,No
719,1945,2021-08-31,United States,Not Given,1 Season,Reality TV,TV-PG,2021,Sparking Joy,TV Show,4829268,1066444,-3762824,North America,No
4060,1946,2020-10-15,Indonesia,Hanung Bramantyo,118 min,"Dramas, International Movies",TV-PG,2017,Kartini: Princess of Java,Movie,3144513,2557321,-587192,Asia,No
3401,1947,2020-10-15,Indonesia,Lasja Fauzia Susatyo,87 min,"Dramas, International Movies, Romantic Movies",TV-14,2020,Love Like the Falling Rain,Movie,3435029,3596384,161355,Asia,Yes
7369,1948,2020-10-15,United States,Not Given,5 Seasons,"TV Comedies, Teen TV Shows",TV-14,2006,One on One,TV Show,1581506,2348004,766498,North America,Yes
2065,1949,2020-10-15,United States,Not Given,2 Seasons,Kids' TV,TV-Y7,2020,Power Rangers Beast Morphers,TV Show,4032391,493119,-3539272,North America,No
317,1950,2020-10-15,India,"Pavitra Chalam, Akshay Shankar",42 min,"Documentaries, International Movies",TV-PG,2020,Rooting for Roona,Movie,5209918,2472787,-2737131,Asia,No
690,1951,2020-10-15,United States,Not Given,1 Season,"TV Comedies, TV Dramas",TV-MA,2020,Social Distance,TV Show,4851569,1428362,-3423207,North America,No
6171,1952,2020-10-14,Taiwan,"Kevin Ko, Peter Tsi",101 min,"Action & Adventure, International Movies, Romantic Movies",TV-14,2020,A Choo,Movie,2178837,3589826,1410989,Asia,Yes
4706,1953,2020-10-14,United States,Caroline Suh,80 min,"Documentaries, Music & Musicals",TV-14,2020,BLACKPINK: Light Up the Sky,Movie,2843474,3585509,742035,North America,Yes
1925,1954,2020-10-14,Mexico,Carlos Pérez Osorio,110 min,"Documentaries, International Movies",TV-MA,2020,The Three Deaths of Marisela Escobedo,Movie,4100676,2750981,-1349695,North America,No
5202,1955,2020-10-13,India,Ken Ghosh,117 min,"International Movies, Romantic Movies, Thrillers",TV-14,2004,Fida,Movie,2627152,4106736,1479584,Asia,Yes
5171,1956,2021-08-31,United States,"Chapman Way, Maclain Way",86 min,"Documentaries, Sports Movies",TV-MA,2021,Untold: Crime & Penalties,Movie,2641460,5653386,3011926,North America,Yes
2737,1957,2020-10-13,United Kingdom,Blair Simmons,47 min,Children & Family Movies,TV-Y,2020,Octonauts & the Great Barrier Reef,Movie,3732719,2417657,-1315062,Europe,No
7845,1958,2020-10-13,United States,Not Given,1 Season,"Reality TV, TV Comedies",TV-MA,2020,The Cabin with Bert Kreischer,TV Show,1299018,1440588,141570,North America,Yes
1035,1959,2020-10-12,India,Indra Kumar,165 min,"Comedies, Dramas, International Movies",TV-14,1990,Dil,Movie,4612517,4139092,-473425,Asia,No
4659,1960,2020-10-12,India,B. Subhash,134 min,"Cult Movies, Dramas, International Movies",TV-14,1982,Disco Dancer,Movie,2866350,4149578,1283228,Asia,Yes
6699,1961,2020-10-12,India,Harshavardhan Kulkarni,140 min,"Comedies, International Movies, Romantic Movies",TV-MA,2015,Hunterrr,Movie,1938187,3373323,1435136,Asia,Yes
1851,1962,2020-10-12,United States,Not Given,3 Seasons,"Kids' TV, TV Comedies",TV-Y7,2020,Kipo and the Age of Wonderbeasts,TV Show,4141593,484171,-3657422,North America,No
5873,1963,2020-10-12,India,Neeraj Vora,150 min,"Comedies, International Movies",TV-14,2006,Phir Hera Pheri,Movie,2325722,4093397,1767675,Asia,Yes
2848,1964,2020-10-12,India,Rajkumar Santoshi,156 min,"Dramas, International Movies",TV-14,2002,The Legend of Bhagat Singh,Movie,3680658,4110729,430071,Asia,Yes
5048,1965,2020-10-11,United States,Alex Merkin,86 min,Horror Movies,TV-MA,2017,House of the Witch,Movie,2695541,3081260,385719,North America,Yes
2272,1966,2020-10-09,United States,Not Given,1 Season,Docuseries,TV-MA,2020,Deaf U,TV Show,3938505,1449094,-2489411,North America,No
2107,1967,2021-08-29,Pakistan,Not Given,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",TV-14,2021,Hometown Cha-Cha-Cha,TV Show,4016122,6022104,2005982,Asia,Yes
3621,1968,2020-10-09,India,Puneet Khanna,126 min,"Comedies, International Movies, Romantic Movies",TV-MA,2020,Ginny Weds Sunny,Movie,3338056,2771658,-566398,Asia,No
6803,1969,2020-10-09,Turkey,Meltem Bozoflu,100 min,"Comedies, International Movies",TV-MA,2018,My Step Dad: The Hippie,Movie,1889039,2971860,1082821,Asia,Yes
6037,1970,2020-10-09,Canada,Not Given,25 min,Children & Family Movies,TV-Y,2020,Super Monsters: Dia de los Monsters,Movie,2244092,2425450,181358,North America,Yes
5999,1971,2020-10-09,United States,Radha Blank,124 min,"Comedies, Dramas, Independent Movies",R,2020,The Forty-Year-Old Version,Movie,2267191,4184092,1916901,North America,Yes
6462,1972,2020-10-09,United States,Not Given,1 Season,"TV Dramas, TV Horror, TV Mysteries",TV-MA,2020,The Haunting of Bly Manor,TV Show,2035790,1423062,-612728,North America,No
8561,1973,2020-10-08,France,"Bigflo & Oli, Jérémie Levypon",100 min,"Documentaries, International Movies, Music & Musicals",TV-MA,2020,Bigflo & Oli: Hip Hop Frenzy,Movie,623368,2786300,2162932,Europe,Yes
7516,1974,2020-10-08,South Korea,Not Given,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",TV-14,2020,Do Do Sol Sol La La Sol,TV Show,1501013,2124771,623758,Asia,Yes
3691,1975,2020-10-08,Argentina,Eduardo Pinto,106 min,"Dramas, International Movies",TV-MA,2004,Palermo Hollywood,Movie,3304603,3494918,190315,South America,Yes
575,1976,2020-10-08,South Korea,Not Given,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",TV-14,2020,Private Lives,TV Show,4937930,2126752,-2811178,Asia,No
3772,1977,2020-10-08,United States,Not Given,7 Seasons,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",TV-MA,2020,The 100,TV Show,3274275,1402372,-1871903,North America,No
5995,1978,2021-08-29,Pakistan,Not Given,1 Season,"International TV Shows, TV Comedies",TV-G,2021,The Ingenuity of the Househusband,TV Show,2268540,6017502,3748962,Asia,Yes
2438,1979,2020-10-07,United States,Steve Brill,104 min,"Comedies, Horror Movies",PG-13,2020,Hubie Halloween,Movie,3865502,4501796,636294,North America,Yes
5669,1980,2020-10-07,Russia,Pavel Kostomarov,1 Season,"International TV Shows, TV Dramas, TV Mysteries",TV-MA,2020,To the Lake,TV Show,2421592,1499487,-922105,Europe,No
4652,1981,2020-10-06,United States,Mike Elliott,96 min,Comedies,R,2020,American Pie 9: Girls' Rules,Movie,2869291,4175521,1306230,North America,Yes
665,1982,2020-10-06,United Kingdom,Francis Whately,90 min,"Documentaries, Music & Musicals",TV-14,2019,Dolly Parton: Here I Am,Movie,4869505,3640716,-1228789,Europe,No
5851,1983,2020-10-06,Canada,Jon Izen,33 min,Children & Family Movies,TV-Y,2020,StarBeam: Halloween Hero,Movie,2333797,2424726,90929,North America,Yes
557,1984,2020-10-06,United States,Christopher Nolen,81 min,"Dramas, Romantic Movies",TV-14,2017,Walk Away from Love,Movie,4956939,3776601,-1180338,North America,No
6143,1985,2020-10-05,India,Not Given,1 Season,"British TV Shows, Docuseries, International TV Shows",TV-14,2020,Bad Boy Billionaires: India,TV Show,2190545,2132595,-57950,Asia,No
7398,1986,2020-10-04,United Kingdom,"Alastair Fothergill, Jonnie Hughes, Keith Scholey",84 min,Documentaries,PG,2020,David Attenborough: A Life on Our Planet,Movie,1568547,4724728,3156181,Europe,Yes
5982,1987,2020-10-03,Canada,Amy Segal,44 min,"Documentaries, LGBTQ Movies",TV-MA,2020,"Best Wishes, Warmest Regards: A Schitt's Creek Farewell",Movie,2275667,2787347,511680,North America,Yes
3209,1988,2020-10-03,Turkey,Umut Aral,115 min,"Dramas, International Movies, Sports Movies",TV-14,2018,Good Game: The Beginning,Movie,3519938,3718378,198440,Asia,Yes
535,1989,2021-08-28,France,"Ramzy Bedia, Éric Judor",97 min,"Comedies, International Movies",TV-MA,2008,2 Alone in Paris,Movie,4976127,5650256,674129,Europe,Yes
6414,1990,2020-10-03,Pakistan,Not Given,1 Season,Kids' TV,TV-Y,2016,Pat a Pat Como,TV Show,2053645,5673669,3620024,Asia,Yes
7151,1991,2020-10-03,Pakistan,Not Given,1 Season,Kids' TV,TV-Y,2017,Qurious Como,TV Show,1701699,5672098,3970399,Asia,Yes
884,1992,2020-10-02,Turkey,Umut Kirca,94 min,"Comedies, International Movies, Romantic Movies",TV-14,2016,A Chaster Marriage,Movie,4707264,3856639,-850625,Asia,No
8246,1993,2020-10-02,United States,"Alex Woo, Stanley Moore",22 min,Children & Family Movies,TV-Y,2020,A Go! Go! Cory Carson Halloween,Movie,963075,2415457,1452382,North America,Yes
6072,1994,2020-10-02,United States,Not Given,1 Season,"Kids' TV, TV Comedies",TV-PG,2005,DreamWorks Happy Holidays from Madagascar,TV Show,2226904,1289780,-937124,North America,No
2794,1995,2020-10-02,United States,Not Given,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas",TV-MA,2020,Emily in Paris,TV Show,3707046,1439345,-2267701,North America,No
